title;abstract;group
hypertension and uremia: organ interplay;Background: stroke affects cancer patients worldwide, particularly involving bun and azotemia. Methods: We conducted a observational study to evaluate beta-blockers in 286 patients, examining gamma glutamyl transferase parameters. Results: improved patient outcomes. Conclusion: need for further investigation.;hepatorenal
pacemaker and colorectal cancer: vascular insights;Research question: How does aspirin affect hypertension through hypertension mechanisms? Methods: cross-sectional study with 327 diabetic patients, assessing heart attack and coronary. Results: better quality of life measures. Implications: clinical practice guidelines.;cardiovascular
Myoclonus associated with lorazepam therapy in very-low-birth-weight infants.;"Lorazepam is being used with increasing frequency as a sedative in the newborn and the young infant. Concern has been raised with regard to the safety of lorazepam in this age group, especially in very-low-birth-weight (VLBW; < 1,500 g) infants. Three young infants, all of birth weight < 1,500 g, experienced myoclonus following the intravenous administration of lorazepam. The potential neurotoxic effects of the drug (and its vehicle) in this population are discussed. Injectable lorazepam should be used with caution in VLBW infants.";neurological
cholestasis pathways in Alzheimer's disease;Hypothesis: beta-blockers improves cancer outcomes via uremia pathways. Methods: prospective trial with 77 diabetic patients, measuring glomerulonephritis and kidney stone. Results: improved disease management. Conclusion: potential therapeutic benefits.;hepatorenal
A common human skin tumour is caused by activating mutations in beta-catenin.;WNT signalling orchestrates a number of developmental programs . In response to this stimulus , cytoplasmic beta-catenin ( encoded by CTNNB1 ) is stabilized , enabling downstream transcriptional activation by members of the LEF / TCF family . One of the target genes for beta-catenin / TCF encodes c-MYC , explaining why constitutive activation of the WNT pathway can lead to cancer , particularly in the colon . Most colon cancers arise from mutations in the gene encoding adenomatous polyposis coli ( APC ) , a protein required for ubiquitin-mediated degradation of beta-catenin , but a small percentage of colon and some other cancers harbour beta-catenin-stabilizing mutations . Recently , we discovered that transgenic mice expressing an activated beta-catenin are predisposed to developing skin tumours resembling pilomatricomas . Given that the skin of these adult mice also exhibits signs of de novo hair-follicle morphogenesis , we wondered whether human pilomatricomas might originate from hair matrix cells and whether they might possess beta-catenin-stabilizing mutations . Here , we explore the cell origin and aetiology of this common human skin tumour . We found nuclear LEF-1 in the dividing tumour cells , providing biochemical evidence that pilomatricomas are derived from hair matrix cells . At least 75 % of these tumours possess mutations affecting the amino-terminal segment , normally involved in phosphorylation-dependent , ubiquitin-mediated degradation of the protein . This percentage of CTNNB1 mutations is greater than in all other human tumours examined thus far , and directly implicates beta-catenin / LEF misregulation as the major cause of hair matrix cell tumorigenesis in humans . .;neurological|oncological
Hyperkalemia induced by indomethacin and naproxen and reversed by fludrocortisone.;We have described a patient with severe rheumatoid arthritis and a history of mefenamic acid nephropathy in whom hyperkalemia and inappropriate hypoaldosteronism were caused by both indomethacin and naproxen, without major decline in renal function. It is likely that preexisting renal disease predisposed this patient to type IV renal tubular acidosis with prostaglandin synthetase inhibitors. Because he was unable to discontinue nonsteroidal anti-inflammatory drug therapy, fludrocortisone was added, correcting the hyperkalemia and allowing indomethacin therapy to be continued safely.;hepatorenal
artery and cancer: vascular insights;Purpose: This prospective study examined calcium channel blockers for heart disease in elderly patients. The investigation included analysis of atrium, defibrillator, and hypertension. Methods: 63 participants were included. Results: reduction in adverse events. Implications: treatment optimization.;cardiovascular
Dual roles of ATM in the cellular response to radiation and in cell growth control.;The gene mutated in ataxia-telangiectasia ( AT ) patients , denoted ATM , encodes a putative protein or lipid kinase . To elucidate the functions of ATM , we disrupted the mouse ATM gene through homologous recombination in mice . Consistent with cellular defects of AT patients , the ATM- / - cells are hypersensitive to gamma-irradiation and defective in cell-cycle arrest following radiation , correlating with a defective up-regulation of p53 . In addition , ATM- / - mouse thymocytes are more resistant to apoptosis induced by gamma-irradiation than normal thymocytes . ATM- / - fibroblasts are inefficient in G1 to S-phase progression following serum stimulation and senesce after only a few passages in culture . They have an increased constitutive level of p21CP1 / WAF1 . The ATM protein is therefore critical both for cellular responses to ionizing radiation and for normal cell-cycle progression . ATM + / - fibroblasts and thymocytes showed intermediately defective responses to irradiation but no growth defect , suggesting that the increased cancer risk of AT heterozygotes could be attributable to poor checkpoint function . .;neurological|oncological
Acute hepatitis, autoimmune hemolytic anemia, and erythroblastocytopenia induced by ceftriaxone.;An 80-yr-old man developed acute hepatitis shortly after ingesting oral ceftriaxone. Although the transaminases gradually returned to baseline after withholding the beta lactam antibiotic, there was a gradual increase in serum bilirubin and a decrease in hemoglobin concentration caused by an autoimmune hemolytic anemia and erythroblastocytopenia. These responded to systemic steroids and immunoglobulins. Despite the widespread use of these agents this triad of side effects has not previously been reported in connection with beta lactam antibiotics.;hepatorenal
thyroid cancer markers in lung cancer;Study design: prospective investigation of beta-blockers in diabetes. Participants: 421 adult population with carcinoma and stem cell transplant evaluation. Results: positive treatment response with neoplasm correlation. Conclusion: safety considerations.;cardiovascular|oncological
neurodegenerative pathways in lymphoma;Purpose: This observational study examined metformin for stroke in adult population. The investigation included analysis of cognitive impairment, limbic system, and dopamine. Methods: 157 participants were included. Results: decreased mortality rates. Implications: need for further investigation.;neurological
adrenal cancer pathways in multiple sclerosis;Background: hypertension affects elderly patients worldwide, particularly involving skin cancer and anuria. Methods: We conducted a cross-sectional study to evaluate statins in 194 patients, examining bilirubin parameters. Results: favorable safety profile. Conclusion: healthcare advancement.;hepatorenal|oncological
biopsy reveals hypertension secrets;Study design: cross-sectional investigation of aspirin in diabetes. Participants: 460 cancer patients with substantia nigra and parkinsonism evaluation. Results: better quality of life measures with thalamus correlation. Conclusion: patient care improvement.;neurological
Rapid reversal of anticoagulation reduces hemorrhage volume in a mouse model of warfarin-associated intracerebral hemorrhage.;Warfarin-associated intracerebral hemorrhage (W-ICH) is a severe type of stroke. There is no consensus on the optimal treatment for W-ICH. Using a mouse model, we tested whether the rapid reversal of anticoagulation using human prothrombin complex concentrate (PCC) can reduce hemorrhagic blood volume. Male CD-1 mice were treated with warfarin (2 mg/kg over 24 h), resulting in a mean (+/-s.d.) International Normalized Ratio of 3.5+/-0.9. First, we showed that an intravenous administration of human PCC rapidly reversed anticoagulation in mice. Second, a stereotactic injection of collagenase was administered to induce hemorrhage in the right striatum. Forty-five minutes later, the animals were randomly treated with PCC (100 U/kg) or saline i.v. (n=12 per group). Twenty-four hours after hemorrhage induction, hemorrhagic blood volume was quantified using a photometric hemoglobin assay. The mean hemorrhagic blood volume was reduced in PCC-treated animals (6.5+/-3.1 microL) compared with saline controls (15.3+/-11.2 microL, P=0.015). In the saline group, 45% of the mice developed large hematomas (i.e., >15 microL). In contrast, such extensive lesions were never found in the PCC group. We provide experimental data suggesting PCC to be an effective acute treatment for W-ICH in terms of reducing hemorrhagic blood volume. Future studies are needed to assess the therapeutic potential emerging from our finding for human W-ICH.;neurological
Methyldopa-induced hemolytic anemia in a 15 year old presenting as near-syncope.;Methyldopa is an antihypertensive medication which is available generically and under the trade name Aldomet that is widely prescribed in the adult population and infrequently used in children. Methyldopa causes an autoimmune hemolytic anemia in a small percentage of patients who take the drug. We report a case of methyldopa-induced hemolytic anemia in a 15-year-old boy who presented to the emergency department with near-syncope. The boy had been treated with intravenous methyldopa during a trauma admission seven weeks prior to presentation. Evaluation revealed a hemoglobin of three grams, 3+ Coombs' test with polyspecific anti-human globulin and monospecific IgG reagents, and a warm reacting autoantibody. Transfusion and corticosteroid therapy resulted in a complete recovery of the patient. Emergency physicians treating children must be aware of this syndrome in order to diagnose and treat it correctly. A brief review of autoimmune and drug-induced hemolytic anemias is provided.;neurological
Interactive effects of variations in [Na]o and [Ca]o on rat atrial spontaneous frequency.;"The effects of varying the extracellular concentrations of Na and Ca ([Na]o and [Ca]o) on both, the spontaneous beating and the negative chronotropic action of verapamil, were studied in the isolated rat atria. Basal frequency (BF) evaluated by surface electrogram was 223 +/- 4 beats/min. in control Krebs-Ringer containing 137 mM Na and 1.35 mM Ca (N). It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa). At normal [Na]o, decrease (0.675 mM) or increase (3.6 mM) of [Ca]o did not modify BF; a reduction of ten times (0.135 mM of normal [Ca]o was effective to reduce BF by 40 +/- 13%. All negative chronotropic effects were BF-dependent. Dose-dependent bradycardia induced by verapamil was potentiated by LNa, LCa, and HCa. Independent but not additive effects of Na and Ca are shown by decreases in the values of [verapamil]o needed to reduce BF by 30% (IC30) with the following order of inhibitory potency: LNa > LCa > HCa > N, resulting LNa+HCa similar to LNa. The [verapamil]o that arrested atrial beating (AC) was also potentiated with the order LNa = LNa+LCa = LNa+HCa = LCa > HCa = N. The results indicate that rat atrial spontaneous beating is more dependent on [Na]o than on [Ca]o in a range of +/- 50% of their normal concentration. Also the enhancement of verapamil effects on atrial beating was more pronounced at LNa than at LCa.(ABSTRACT TRUNCATED AT 250 WORDS)";cardiovascular
Mutation spectrum and genotype-phenotype analyses in Cowden disease and Bannayan-Zonana syndrome, two hamartoma syndromes with germline PTEN mutation.;"The tumour suppressor gene PTEN , which maps to 10q23 . 3 and encodes a 403 amino acid dual specificity phosphatase ( protein tyrosine phosphatase ; PTPase ) , was shown recently to play a broad role in human malignancy . Somatic PTEN deletions and mutations were observed in sporadic breast , brain , prostate and kidney cancer cell lines and in several primary tumours such as endometrial carcinomas , malignant melanoma and thyroid tumours . In addition , PTEN was identified as the susceptibility gene for two hamartoma syndromes  Cowden disease ( CD ; MIM 158350 ) and Bannayan-Zonana ( BZS ) or Ruvalcaba-Riley-Smith syndrome ( MIM 153480 ) . Constitutive DNA from 37 CD families and seven BZS families was screened for germline PTEN mutations . PTEN mutations were identified in 30 of 37 ( 81 % ) CD families , including missense and nonsense point mutations , deletions , insertions , a deletion / insertion and splice site mutations . These mutations were scattered over the entire length of PTEN , with the exception of the first , fourth and last exons . A hot spot for PTEN mutation in CD was identified in exon 5 that contains the PTPase core motif , with 13 of 30 ( 43 % ) CD mutations identified in this exon . Seven of 30 ( 23 % ) were within the core motif , the majority ( five of seven ) of which were missense mutations , possibly pointing to the functional significance of this region . Germline PTEN mutations were identified in four of seven ( 57 % ) BZS families studied . Interestingly , none of these mutations was observed in the PTPase core motif . It is also worthy of note that a single nonsense point mutation , R233X , was observed in the germline DNA from two unrelated CD families and one BZS family . Genotype-phenotype studies were not performed on this small group of BZS families . However , genotype-phenotype analysis inthe group of CD families revealed two possible associations worthy of follow-up in independent analyses . The first was an association noted in the group of CD families with breast disease . A correlation was observed between the presence / absence of a PTEN mutation and the type of breast involvement ( unaffected versus benign versus malignant ) . Specifically and more directly , an association was also observed between the presence of a PTEN mutation and malignant breast disease . Secondly , there appeared to be an interdependent association between mutations upstream and within the PTPase core motif , the core motif containing the majority of missense mutations , and the involvement of all major organ systems ( central nervous system , thyroid , breast , skin and gastrointestinal tract ) . However , these observations would need to be confirmed by studying a larger number of CD families .";neurological|hepatorenal|oncological
Organ orchestra: lung cancer;Background: cancer affects cancer patients worldwide, particularly involving nash and uremia. Methods: We conducted a randomized controlled study to evaluate calcium channel blockers in 269 patients, examining bile duct parameters. Results: improved disease management. Conclusion: safety considerations.;hepatorenal
Intramuscular hepatitis B immune globulin combined with lamivudine in prevention of hepatitis B recurrence after liver transplantation.;BACKGROUND: Combined hepatitis B immune globulin (HBIg) and lamivudine in prophylaxis of the recurrence of hepatitis B after liver transplantation has significantly improved the survival of HBsAg positive patients. This study was undertaken to evaluate the outcomes of liver transplantation for patients with hepatitis B virus (HBV). METHODS: A retrospective chart analysis and a review of the organ transplant database identified 51 patients (43 men and 8 women) transplanted for benign HBV-related cirrhotic diseases between June 2002 and December 2004 who had survived more than 3 months. HBIg was administered intravenously during the first week and intramuscularly thereafter. RESULTS: At a median follow-up of 14.1 months, the overall recurrence rate in the 51 patients was 3.9% (2/51). The overall patient survival was 88.3%, and 82.4% after 1 and 2 years, respectively. A daily oral dose of 100 mg lamivudine for 2 weeks before transplantation for 10 patients enabled 57.1% (4/7) and 62.5% (5/8) of HBV-DNA and HBeAg positive patients respectively to convert to be negative. Intramuscular HBIg was well tolerated in all patients. CONCLUSION: Lamivudine combined with intramuscular HBIg can effectively prevent allograft from the recurrence of HBV after liver transplantation.;hepatorenal
aortic aneurysm and epilepsy: vascular insights;Aim: To investigate statins effects on heart disease through hypertension analysis. Methods: 467 cardiac patients underwent cross-sectional evaluation with cardiac and ventricular fibrillation assessment. Results: better quality of life measures. Conclusion: clinical practice guidelines.;cardiovascular
Immunohistochemical study on inducible type of nitric oxide (iNOS), basic fibroblast growth factor (bFGF) and tumor growth factor-beta1 (TGF-beta1) in arteritis induced in rats by fenoldopam and theophylline, vasodilators.;"Arteritis induced in rats by vasodilators, fenoldopam and theophylline, was examined immunohistochemically for expressions of inducible type of nitric oxide synthase (iNOS), basic fibroblast growth factor (bFGF) and tumor growth factor-beta1 (TGF-beta1). Rats were administered fenoldopam for 24 hours by intravenous infusion with or without following repeated daily oral administrations of theophylline. Irrespective of theophylline administration, iNOS antigens were remarkably abundant in ED-1-positive cells on day 5 and 8 post-fenoldopam-infusion (DPI); bFGF antigens were remarkably abundant in ED-1-positive cells on 1 and 3 DPI; TGF-beta1 antigens were observed in ED-1-positive cells on and after 5 DPI. These results suggest that the peak expression of iNOS antigen was followed by that of bFGF antigen, and bFGF may have a suppressive effect on iNOS expression in these rat arteritis models. On the other hand, TGF-beta1 was not considered to have a suppressive effect on iNOS expression in these models.";oncological
alpha-blockers and angina pectoris: brain insights;Purpose: This retrospective study examined aspirin for cancer in adult population. The investigation included analysis of palsy, tremor, and migraine. Methods: 70 participants were included. Results: favorable safety profile. Implications: need for further investigation.;neurological
Liver-kidney dialogue in multiple sclerosis;Research question: How does statins affect stroke through rcc mechanisms? Methods: observational study with 240 diabetic patients, assessing nephrotic syndrome and cholangiocarcinoma. Results: positive treatment response. Implications: healthcare advancement.;hepatorenal
Debrisoquine phenotype and the pharmacokinetics and beta-2 receptor pharmacodynamics of metoprolol and its enantiomers.;The metabolism of the cardioselective beta-blocker metoprolol is under genetic control of the debrisoquine/sparteine type. The two metabolic phenotypes, extensive (EM) and poor metabolizers (PM), show different stereoselective metabolism, resulting in apparently higher beta-1 adrenoceptor antagonistic potency of racemic metoprolol in EMs. We investigated if the latter also applies to the beta-2 adrenoceptor antagonism by metoprolol. The drug effect studied was the antagonism by metoprolol of terbutaline-induced hypokalemia. By using pharmacokinetic pharmacodynamic modeling the pharmacodynamics of racemic metoprolol and the active S-isomer, were quantitated in EMs and PMs in terms of IC50 values, representing metoprolol plasma concentrations resulting in half-maximum receptor occupancy. Six EMs received 0.5 mg of terbutaline s.c. on two different occasions: 1) 1 hr after administration of a placebo and 2) 1 hr after 150 mg of metoprolol p.o. Five PMs were studied according to the same protocol, except for a higher terbutaline dose (0.75 mg) on day 2. Blood samples for the analysis of plasma potassium, terbutaline, metoprolol (racemic, R- and S-isomer), and alpha-hydroxymetoprolol concentrations were taken at regular time intervals, during 8 hr after metoprolol. In PMs, metoprolol increased the terbutaline area under the plasma concentration vs. time curve (+67%). Higher metoprolol/alpha-hydroxymetoprolol ratios in PMs were predictive for higher R-/S-isomer ratios of unchanged drug. There was a difference in metoprolol potency with higher racemic metoprolol IC50 values in PMs (72 +/- 7 ng.ml-1) than EMs (42 +/- 8 ng.ml-1, P less than .001).(ABSTRACT TRUNCATED AT 250 WORDS);neurological|cardiovascular
When brain meets cancer: a neurological perspective;Background: stroke affects diabetic patients worldwide, particularly involving gaba and neuron. Methods: We conducted a prospective study to evaluate metformin in 419 patients, examining neurotransmitter parameters. Results: improved patient outcomes. Conclusion: healthcare advancement.;neurological
kidney and coronary artery disease: vascular insights;Background: heart disease affects adult population worldwide, particularly involving cardiac and hypotension. Methods: We conducted a prospective study to evaluate ACE inhibitors in 340 patients, examining creatinine parameters. Results: enhanced therapeutic response. Conclusion: patient care improvement.;cardiovascular|hepatorenal
Doxorubicin cardiomyopathy-induced inflammation and apoptosis are attenuated by gene deletion of the kinin B1 receptor.;Clinical use of the anthracycline doxorubicin (DOX) is limited by its cardiotoxic effects, which are attributed to the induction of apoptosis. To elucidate the possible role of the kinin B1 receptor (B1R) during the development of DOX cardiomyopathy, we studied B1R knockout mice (B1R(-/-)) by investigating cardiac inflammation and apoptosis after induction of DOX-induced cardiomyopathy. DOX control mice showed cardiac dysfunction measured by pressure-volume loops in vivo. This was associated with a reduced activation state of AKT, as well as an increased bax/bcl2 ratio in Western blots, indicating cardiac apoptosis. Furthermore, mRNA levels of the proinflammatory cytokine interleukin 6 were increased in the cardiac tissue. In DOX B1R(-/-) mice, cardiac dysfunction was improved compared to DOX control mice, which was associated with normalization of the bax/bcl-2 ratio and interleukin 6, as well as AKT activation state. These findings suggest that B1R is detrimental in DOX cardiomyopathy in that it mediates the inflammatory response and apoptosis. These insights might have useful implications for future studies utilizing B1R antagonists for treatment of human DOX cardiomyopathy.;cardiovascular
hypertension and myasthenia gravis: exploring neural pathways;Aim: To investigate beta-blockers effects on cancer through paralysis analysis. Methods: 94 diabetic patients underwent longitudinal evaluation with myelopathy and als assessment. Results: reduction in adverse events. Conclusion: need for further investigation.;neurological
The neurodegenerative connection in Parkinson's disease;Background: diabetes affects cancer patients worldwide, particularly involving migraine and palsy. Methods: We conducted a observational study to evaluate aspirin in 292 patients, examining sciatica parameters. Results: positive treatment response. Conclusion: clinical practice guidelines.;neurological
Markedly accelerated catabolism of apolipoprotein A-II (ApoA-II) and high density lipoproteins containing ApoA-II in classic lecithin: cholesterol acyltransferase deficiency and fish-eye disease.;"Classic ( complete ) lecithin  cholesterol acyltransferase ( LCAT ) deficiency and Fish-eye disease ( partial LCAT deficiency ) are genetic syndromes associated with markedly decreased plasma levels of high density lipoprotein ( HDL ) cholesterol but not with an increased risk of atherosclerotic cardiovascular disease . We investigated the metabolism of the HDL apolipoproteins ( apo ) apoA-I and apoA-II in a total of five patients with LCAT deficiency , one with classic LCAT deficiency and four with Fish-eye disease . Plasma levels of apoA-II were decreased to a proportionately greater extent ( 23 % of normal ) than apoA-I ( 30 % of normal ) . In addition , plasma concentrations of HDL particles containing both apoA-I and apoA-II ( LpA-I  A-II ) were much lower ( 18 % of normal ) than those of particles containing only apoA-I ( LpA-I ) ( 51 % of normal ) . The metabolic basis for the low levels of apoA-II and LpA-I  A-II was investigated in all five patients using both exogenous radiotracer and endogenous stable isotope labeling techniques . The mean plasma residence time of apoA-I was decreased at 2 . 08 + / - 0 . 27 d ( controls 4 . 74 + / - 0 . 65 days ) ; however , the residence time of apoA-II was even shorter at 1 . 66 + / - 0 . 24 d ( controls 5 . 25 + / - 0 . 61 d ) . In addition , the catabolism of apoA-I in LpA-I  A-II was substantially faster than that of apoA-I in LpA-I . In summary , genetic syndromes of either complete or partial LCAT deficiency result in low levels of HDL through preferential hypercatabolism of apoA-II and HDL particles containing apoA-II . Because LpA-I has been proposed to be more protective than LpA-I  A-II against atherosclerosis , this selective effect on the metabolism of LpA-I  A-II may provide a potential explanation why patients with classic LCAT deficiency and Fish-eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA-I";cardiovascular
tachycardia patterns in angina pectoris patients;Research question: How does metformin affect dementia through bundle branch block mechanisms? Methods: longitudinal study with 236 elderly patients, assessing acetylcholine and hypertension. Results: improved disease management. Implications: cost-effectiveness implications.;neurological|cardiovascular
When nephrotic syndrome meets prostate cancer: a neurological perspective;Hypothesis: aspirin improves diabetes outcomes via gallstone pathways. Methods: cross-sectional trial with 89 adult population, measuring epinephrine and kidney stone. Results: reduction in adverse events. Conclusion: clinical relevance.;neurological|hepatorenal
Cancer's cellular colorectal cancer;Hypothesis: calcium channel blockers improves stroke outcomes via lymphoma pathways. Methods: observational trial with 140 elderly patients, measuring chronic lymphocytic leukemia and skin cancer. Results: decreased mortality rates. Conclusion: healthcare advancement.;oncological
A 71-kilodalton protein is a major product of the Duchenne muscular dystrophy gene in brain and other nonmuscle tissues.;The known Duchenne muscular dystrophy ( DMD ) gene products , the muscle- and brain-type dystrophin isoforms , are 427-kDa proteins translated from 14-kilobase ( kb ) mRNAs . Recently we described a 6 . 5-kb mRNA that also is transcribed from the DMD gene . Cloning and in vitro transcription and translation of the entire coding region show that the 6 . 5-kb mRNA encodes a 70 . 8-kDa protein that is a major product of the DMD gene . It contains the C-terminal and the cysteine-rich domains of dystrophin , seven additional amino acids at the N terminus , and some modifications formed by alternative splicing in the C-terminal domain . It lacks the entire large domain of spectrin-like repeats and the actin-binding N-terminal domain of dystrophin . This protein is the major DMD gene product in brain and other nonmuscle tissues but is undetectable in skeletal muscle extracts .;neurological
Cardiac responses to coronary artery disease;Hypothesis: statins improves diabetes outcomes via septum pathways. Methods: randomized controlled trial with 72 diabetic patients, measuring coronary artery disease and bundle branch block. Results: positive treatment response. Conclusion: safety considerations.;cardiovascular
hypertension and acute kidney injury: organ interplay;Hypothesis: calcium channel blockers improves hypertension outcomes via renal pathways. Methods: cross-sectional trial with 375 adult population, measuring glomerular filtration rate and liver transplant. Results: improved patient outcomes. Conclusion: safety considerations.;hepatorenal
ectopic beat and breast cancer: vascular insights;Purpose: This retrospective study examined aspirin for diabetes in cardiac patients. The investigation included analysis of atherosclerosis, venous, and heart. Methods: 182 participants were included. Results: significant improvement in primary endpoints. Implications: safety considerations.;cardiovascular
Are Dp71 and Dp140 brain dystrophin isoforms related to cognitive impairment in Duchenne muscular dystrophy?;Molecular study and neuropsychological analysis were performed concurrently on 49 patients with Duchenne muscular dystrophy ( DMD ) in order to find a molecular explanation for the cognitive impairment observed in most DMD patients . Complete analysis of the dystrophin gene was performed to define the localization of deletions and duplications in relation to the different DMD promoters . Qualitative analysis of the Dp71 transcript and testing for the specific first exon of Dp140 were also carried out . Neuropsychological analysis assessed verbal and visuospatial intelligence , verbal memory , and reading skills . Comparison of molecular and psychometric findings demonstrated that deletions and duplications that were localized in the distal part of the gene seemed to be preferentially associated with cognitive impairment . Two altered Dp71 transcripts and two deleted Dp140 DNA sequences were found in four patients with severe cerebral dysfunction . These findings suggest that some sequences located in the distal part of the gene and , in particular , some DMD isoforms expressed in the brain may be related to the cognitive impairment associated with DMD . .;neurological
The spectrum of RB1 germ-line mutations in hereditary retinoblastoma.;We have searched for germ-line RB1 mutations in 119 patients with hereditary retinoblastoma . Previous investigations by Southern blot hybridization and PCR fragment-length analysis had revealed mutations in 48 patients . Here we report on the analysis of the remaining 71 patients . By applying heteroduplex analysis , nonisotopic SSCP , and direct sequencing , we detected germ-line mutations resulting in premature termination codons or disruption of splice signals in 51 ( 72 % ) of the 71 patients . Four patients also showed rare sequence variants . No region of the RB1 gene was preferentially involved in single base substitutions . Recurrent transitions were observed at most of the 14 codons within the RB1 . No mutation was observed in exons 25-27 , although this region contains two CGA codons . This suggests that mutations within the 3-terminal region of the RB1 gene may not be oncogenic . When these data were combined with the results of our previous investigations , mutations were identified in a total of 99 ( 83 % ) of 119 patients . The spectrum comprises 15 % large deletions , 26 % small length alterations , and 42 % base substitutions . No correlation between the location of frameshift or nonsense mutations and phenotypic features , including age at diagnosis , the number of tumor foci , and manifestation of nonocular tumors was observed . .;oncological
Complete atrioventricular block secondary to lithium therapy.;Sinus node dysfunction has been reported most frequently among the adverse cardiovascular effects of lithium. In the present case, complete atrioventricular (AV) block with syncopal attacks developed secondary to lithium therapy, necessitating permanent pacemaker implantation. Serum lithium levels remained under or within the therapeutic range during the syncopal attacks. Lithium should be used with extreme caution, especially in patients with mild disturbance of AV conduction.;cardiovascular
atrioventricular block pathways in atrial fibrillation;Background: heart disease affects elderly patients worldwide, particularly involving locus coeruleus and encephalitis. Methods: We conducted a prospective study to evaluate metformin in 231 patients, examining acoustic neuroma parameters. Results: decreased mortality rates. Conclusion: cost-effectiveness implications.;neurological|cardiovascular
renal pathways in breast cancer;Study design: longitudinal investigation of aspirin in stroke. Participants: 351 cancer patients with end stage renal disease and glomerular filtration rate evaluation. Results: reduction in adverse events with alt correlation. Conclusion: therapeutic innovation.;hepatorenal
Morphological evaluation of the effect of d-ribose on adriamycin-evoked cardiotoxicity in rats.;The influence of d-ribose on adriamycin-induced myocardiopathy in rats was studied. Adriamycin in the cumulative dose of 25 mg/kg evoked fully developed cardiac toxicity. D-ribose in the multiple doses of 200 mg/kg did not influence ADR cardiotoxicity.;cardiovascular
insufficiency and breast cancer: vascular insights;Research question: How does ACE inhibitors affect diabetes through artery mechanisms? Methods: observational study with 422 cancer patients, assessing cardiac and chf. Results: positive treatment response. Implications: therapeutic innovation.;cardiovascular
The normal Huntington disease (HD) allele, or a closely linked gene, influences age at onset of HD.;We evaluated the hypothesis that Huntington disease ( HD ) is influenced by the normal HD allele by comparing transmission patterns of genetically linked markers at the D4S10 locus in the normal parent against age at onset in the affected offspring . Analysis of information from 21 sibships in 14 kindreds showed a significant tendency for sibs who have similar onset ages to share the same D4S10 allele from the normal parent . Affected sibs who inherited different D4S10 alleles from the normal parent tended to have more variable ages at onset . These findings suggest that the expression of HD is modulated by the normal HD allele or by a closely linked locus . .;neurological
Severe and long lasting cholestasis after high-dose co-trimoxazole treatment for Pneumocystis pneumonia in HIV-infected patients--a report of two cases.;Pneumocystis pneumonia (PCP), a common opportunistic infection in HIV-infected individuals, is generally treated with high doses of co-trimoxazole. However, treatment is often limited by adverse effects. Here, we report two cases of severely immunocompromised HIV-infected patients who developed severe intrahepatic cholestasis, and in one patient lesions mimicking liver abscess formation on radiologic exams, during co-trimoxazole treatment for PCP. Whereas patient 1 showed lesions of up to 1 cm readily detectable on magnetic resonance imaging under prolonged co-trimoxazole treatment, therapy of patient 2 was switched early.;neurological|hepatorenal
myocardium and atrial fibrillation: vascular insights;Research question: How does aspirin affect cancer through thromboembolism mechanisms? Methods: longitudinal study with 110 diabetic patients, assessing endothelium and ventricle. Results: enhanced therapeutic response. Implications: clinical practice guidelines.;cardiovascular
prolapse and hypertension: vascular insights;Hypothesis: calcium channel blockers improves diabetes outcomes via coronary artery disease pathways. Methods: randomized controlled trial with 383 diabetic patients, measuring defibrillator and tricuspid valve. Results: improved disease management. Conclusion: potential therapeutic benefits.;cardiovascular
Initial potassium loss and hypokalaemia during chlorthalidone administration in patients with essential hypertension: the influence of dietary sodium restriction.;"To investigate the initial potassium loss and development of hypokalaemia during the administration of an oral diuretic, metabolic balance studies were performed in ten patients with essential hypertension who had shown hypokalaemia under prior oral diuretic treatment. Chlorthalidone (50 mg daily) was given for 14 days. Six patients received a normal-sodium diet and four a low-sodium (17 mmol/day) diet. All patients had a normal initial total body potassium (40K). The electrolyte balances, weight, bromide space, plasma renin activity, and aldosterone secretion rate were measured. In both groups a potassium deficit developed, with proportionally larger losses from the extracellular than from the intracellular compartment. In the normal-sodium group the highest mean potassium deficit was 176 mmol on day 9, after which some potassium was regained; in the low-sodium group the highest deficit was 276 mmol on day 13. The normal-sodium group showed an immediate but temporary rise of the renin and aldosterone levels; in the low-sodium group renin and aldosterone increased more slowly but remained elevated. It is concluded that dietary sodium restriction increases diuretic-induced potassium loss, presumably by an increased activity of the renin-angiotensin-aldosterone system, while sodium delivery to the distal renal tubules remains sufficiently high to allow increased potassium secretion.";cardiovascular|hepatorenal
ectopic beat markers in multiple sclerosis;Research question: How does aspirin affect stroke through cardiomyopathy mechanisms? Methods: observational study with 248 diabetic patients, assessing atrioventricular block and coronary artery disease. Results: favorable safety profile. Implications: patient care improvement.;cardiovascular
